sentence,label,phrase,updated_label,review,comments
other than that i dont know why i am here other than that.,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
"i do like physics, at least basic physics, and if i were to pursue a higher level of physics with trigonometry and things like that, my brain would honestly explode.",0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
but taking this level of physics isnt too bad.,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
im excited to see what is in store for this lab.,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
i should be able to apply what i learned from last semester into this class and maybe help some people out if they are stuck.,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
5 minutes to talk about why i think i am here..,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
"uhh, oh i would like to be able to apply the labs into real life especially because i think this lab would help me in my major which is kinesiology.",1,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",1,,No update; unclear theme alignment.
i think being able to apply that into the field of kinesiology would be huge because we study range of motion and the movements of the body.,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0,,No update; unclear theme alignment.
"i am in physics 101102 to learn about physics, and how the natural world around me works.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
this could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist.,0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"under standing motion, gravity, velocity, rebound, etc.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"will help me safely help people rehabilitate using the movement of their bodies, and various fitness equipment.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],1,Updated to 1 for clear personal aspiration or specific goal.,
im at sfsu because i want a degree.,0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"ive been in the workforce on the recruitment side, and in the bay area i see how recruiters skim resumes, and if a degree isnt on there, they go to the bottom of the pile.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"the few people who make it through on experience alone typically get paid less, and even more so if theyre female.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
i want a degree in kinesiology because i want to pursue becoming a physical therapist.,0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"what attracts me most about physical therapy is the job description includes many of the things i like and the skills i have proficiency in, as well as allows for my failings.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"i love working one on one with people, but i also have a hard time with doing the 95 gig.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
i need flexible hours.,0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
i need both structure and freedom.,0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"clear instructions of what i shouldshouldnt do, but then to be allowed to do so without micromanagement.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"point and case, my cat sitting on my printer glaring at me because he wants something from me.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"he thinks im here to feed, pet, or amuse him, at his discretion only.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0,,No update; unclear theme alignment.
"i am here before of my family; i want to make them proud showing them my accomplishments and being the best, i can.",0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
"also, i am here for myself knowing the life i want to live and that i'm going to chase my dreams staying dedicated.",0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
"additionally, i am here because i want to major in kinesiology and became a sports medicine physiciantherapist or an athletic trainer for a professional sports team.",0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
one thing that routed me to that career field was being involved with sports my whole life up until high school.,0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
in science i really enjoy learning about that body and health of science because i feel in life your wellbeing is the most important thing to worry about.,0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
"really wish we could be in person because i am a handson learner, so i like actually like doing the experiments.",0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
learning about that and being able to help another person life is success and providing for the community around.,0,"[""Also, I am here for myself knowing the life I want to live and that I'm going to chase my dreams staying dedicated. Additionally, I am here because I want to major in Kinesiology and became a Sports Medicine PhysicianTherapist or an Athletic Trainer for a Professional Sports Team.""]",0,,No update; unclear theme alignment.
milka abdosh why am i here?,0,['I believe that I am here because I want to be successful. I have been in school for a while and I am looking forward to be able to start my career and travel the world (once the pandemic is over).'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i believe that i am here because i want to be successful.,0,['I believe that I am here because I want to be successful. I have been in school for a while and I am looking forward to be able to start my career and travel the world (once the pandemic is over).'],0,,No update; unclear theme alignment.
i want to be able to support my parents and have a career.,0,['I believe that I am here because I want to be successful. I have been in school for a while and I am looking forward to be able to start my career and travel the world (once the pandemic is over).'],0,,No update; unclear theme alignment.
most people wont want to take care of their parents but i believe i owe it to them to be as money motivated and goal striving as possible.,0,['I believe that I am here because I want to be successful. I have been in school for a while and I am looking forward to be able to start my career and travel the world (once the pandemic is over).'],0,,No update; unclear theme alignment.
taking this physics class is the building block for my success because i need this class to graduate.,0,['I believe that I am here because I want to be successful. I have been in school for a while and I am looking forward to be able to start my career and travel the world (once the pandemic is over).'],0,,No update; unclear theme alignment.
i have been in school for a while and i am looking forward to be able to start my career and travel the world (once the pandemic is over).,1,['I believe that I am here because I want to be successful. I have been in school for a while and I am looking forward to be able to start my career and travel the world (once the pandemic is over).'],1,,No update; unclear theme alignment.
why am i here?,0,['I am here because I want to do better.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i am here because i have to be.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i was careless.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i put it off to the last second.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i made mistakes.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i want to do better.,1,['I am here because I want to do better.'],1,,No update; unclear theme alignment.
i am here because i am human.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i put wants over needs.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i need to be.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
i am here because i should be.,0,['I am here because I want to do better.'],0,,No update; unclear theme alignment.
week 3 reflection: why am i here?,0,"['College is a place where you can further your knowledge and learn new skills. Im here because I want to become either a physical therapist or an occupational therapist. In order to get there, I need to graduate from college with a bachelors degree.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
college is a place where you can further your knowledge and learn new skills.,0,"['College is a place where you can further your knowledge and learn new skills. Im here because I want to become either a physical therapist or an occupational therapist. In order to get there, I need to graduate from college with a bachelors degree.']",0,,No update; unclear theme alignment.
im here because i want to become either a physical therapist or an occupational therapist.,0,"['College is a place where you can further your knowledge and learn new skills. Im here because I want to become either a physical therapist or an occupational therapist. In order to get there, I need to graduate from college with a bachelors degree.']",0,,No update; unclear theme alignment.
"in order to get there, i need to graduate from college with a bachelors degree.",0,"['College is a place where you can further your knowledge and learn new skills. Im here because I want to become either a physical therapist or an occupational therapist. In order to get there, I need to graduate from college with a bachelors degree.']",0,,No update; unclear theme alignment.
"as a kinesiology major, i need to fulfill many prerequisites and physics is just one of them.",0,"['College is a place where you can further your knowledge and learn new skills. Im here because I want to become either a physical therapist or an occupational therapist. In order to get there, I need to graduate from college with a bachelors degree.']",0,,No update; unclear theme alignment.
physics is one of the basic sciences i need to learn about since it is useful in understanding how much force a patient is able to exert or in measuring a range of motion.,0,"['College is a place where you can further your knowledge and learn new skills. Im here because I want to become either a physical therapist or an occupational therapist. In order to get there, I need to graduate from college with a bachelors degree.']",0,,No update; unclear theme alignment.
why am i here?,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i'm currently enrolled in both physics lecture and lab.,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
i'm here in physics lab because i need to take this lab for my requirement for kinesiology .,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
"since this is a broad paper about why we are here, i'm not sure if were supposed to be talking about here as in physics lab or here as in what our purpose in this world is.",0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
"but since i'm not sure, ill talk about both.",0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
as i mentioned earlier im here because i need to take physics in as a course for my kinesiology degree.,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
"now talking about in general, i feel like my purpose in this world is to make a positive impact on people s lives.",0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
one of the reasons why i feel like im here in this world is to spread love and positivity .,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
i feel like im here to make the people i love and the people around me live their life to the fullest.,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
another reason why i feel like im here is to further my education and career .,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
to keep striving at being a better person each and every day .,0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,,No update; unclear theme alignment.
"overall, i feel like i have many reasons and ways to answer why am i here but those are just a few to mention.",0,['As I mentioned earlier Im here because I need to take physics in as a course for my Kinesiology degree. Another reason why I feel like Im here is to further my education and career . To keep striving at being a better person each and every day .'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
austin noriega 9102020 phys 102 reflection 1: why am i here?,0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i am here for a multitude of reasons.,0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
"i think firstly that i had a good time learning physics in high school, so i already had an interest in this so i can also complete my requirements to graduate.",0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
"but for san francisco state as a whole, the reason that i applied to attend was that i needed something different from the consistencies and the same things that i had left in san jose.",0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
"dorming at san francisco gave me an opportunity to explore more of the things around me, and myself.",0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
i went to college so i get an education about the things that i will need for my future careers inside of the business field.,0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
"as a first generation college student, my passing through college is not only for me, but for my family as well.",0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
i am here for my growth and learning so i can be better than i was before this class.,0,"['I think firstly that I had a good time learning physics in high school, so I already had an interest in this so I can also complete my requirements to graduate. I am here for my growth and learning so I can be better than I was before this class.']",0,,No update; unclear theme alignment.
lishen hu reflection 1 i am here to pursue and explore new options.,0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
"honestly, i dont know what i want to do in life yet and im here to find out.",0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
this is the first physics class i have ever taken so i am interested in how it is like.,0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
the only thing i have experience with physics in it is tv shows.,0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
i dont know how this class will be online but i hope it is fun.,0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
will there be any handon project or all these all labs?,0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
"so far, i am having fun with this class.",0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
i seem to understand what type of work we have to do and what labs are.,0,"['I am here to pursue and explore new options. Honestly, I dont know what I want to do in life yet and Im here to find out.']",0,,No update; unclear theme alignment.
