sentence,label,phrase,updated_label,comments,review
i knew this step was going to be an important step in my life because i was the first in my family to go to college and especially away,0,"[""The reason I am taking physics is because it's a required course for my biology major. I am majoring in bio to get to my career goal of becoming a doctor or something in the medical field."", ""The reason I came to SF State is because I wante to be in a new environment away from where I'm from (LA). I knew this step was going to be an important step in my life because I was the first in my family to go to college and especially away""]",0,"Better fits Aspirational, Familial, or Social themes.",False
"to make a better future for myself and ultimately the world, as cheesy as that sounds.",0,"['Whenever im struggling I know I can fall back on science. to give you a better example, when in conversation with people and I feel as if I dont know what to say, I know I always have biology to talk about and take me back to my safe zone.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
"im a very passionate person and thats why im here, to put this passion into my school to later help people.",0,"['Whenever im struggling I know I can fall back on science. to give you a better example, when in conversation with people and I feel as if I dont know what to say, I know I always have biology to talk about and take me back to my safe zone.']",0,Reviewed; no issues found.,True
science is the only thing that makes sense to me sometimes.,0,"['Whenever im struggling I know I can fall back on science. to give you a better example, when in conversation with people and I feel as if I dont know what to say, I know I always have biology to talk about and take me back to my safe zone.']",0,Reviewed; no issues found.,True
whenever im struggling i know i can fall back on science.,0,"['Whenever im struggling I know I can fall back on science. to give you a better example, when in conversation with people and I feel as if I dont know what to say, I know I always have biology to talk about and take me back to my safe zone.']",0,Reviewed; no issues found.,True
"to give you a better example, when in conversation with people and i feel as if i dont know what to say, i know i always have biology to talk about and take me back to my safe zone.",1,"['Whenever im struggling I know I can fall back on science. to give you a better example, when in conversation with people and I feel as if I dont know what to say, I know I always have biology to talk about and take me back to my safe zone.']",1,Reviewed; no issues found.,True
i am here at sfsu for a better future.,0,"['As for why I am here in San Francisco, I moved away to isolate myself from any distractions that would cause me to not reach my highest potential.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
a future where i don't have to struggle at the end of the month to pay bills or provide for my family.,0,"['As for why I am here in San Francisco, I moved away to isolate myself from any distractions that would cause me to not reach my highest potential.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
to achieve goals such as open up a homeless shelter pay for a house for my mother so that she doesn't have to work another day in her life.,0,"['As for why I am here in San Francisco, I moved away to isolate myself from any distractions that would cause me to not reach my highest potential.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
"i aspire to become a doctor because i know that not only can i change my life, families, but also the people around me.",0,"['As for why I am here in San Francisco, I moved away to isolate myself from any distractions that would cause me to not reach my highest potential.']",0,Reviewed; no issues found.,True
"as for why i am here in san francisco, i moved away to isolate myself from any distractions that would cause me to not reach my highest potential.",1,"['As for why I am here in San Francisco, I moved away to isolate myself from any distractions that would cause me to not reach my highest potential.']",1,Reviewed; no issues found.,True
because i'm stressed about physics and i have no idea what's going on in class.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
i'm taking this class to get a good grade in physics and to understand the material.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
i'm taking phys 111 112 lab and lec.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
i have 3 labs a week so it's hard trying to understand all the material.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
all of my classes are super stressful and i have the busiest schedule of my life.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
on top of that i'm an ra as well so that's always stressful.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
"also i'm trying to transfer next semester so i'm trying to get all my classes together, make sure i have enough credits to get in.",1,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",1,Reviewed; no issues found.,True
also doubting if i'm good enough or smart enough to excel at all these things at once.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
my intelligence is always questioned anywhere i go or any class i'm in so it's hard to stay motivated or drive to succeed because you feel like you're not enough.,0,"[""I'm trying to transfer next semester so I'm trying to get all my classes together, make sure I have enough credits to get in.""]",0,Reviewed; no issues found.,True
i'm here because i want to improve my understanding in physics.,0,"[""I haven't taken a physics course since high school therefore I'm a little rusty. I believe attending this SI course will develop and improve my overall understanding with material I may be struggling in. In the end, the goal is to achieve an A for my physics course.""]",0,Reviewed; no issues found.,True
i haven't taken a physics course since high school therefore i'm a little rusty.,0,"[""I haven't taken a physics course since high school therefore I'm a little rusty. I believe attending this SI course will develop and improve my overall understanding with material I may be struggling in. In the end, the goal is to achieve an A for my physics course.""]",0,Reviewed; no issues found.,True
i believe attending this si course will develop and improve my overall understanding with material i may be struggling in.,0,"[""I haven't taken a physics course since high school therefore I'm a little rusty. I believe attending this SI course will develop and improve my overall understanding with material I may be struggling in. In the end, the goal is to achieve an A for my physics course.""]",0,Reviewed; no issues found.,True
"in the end, the goal is to achieve an a for my physics course.",0,"[""I haven't taken a physics course since high school therefore I'm a little rusty. I believe attending this SI course will develop and improve my overall understanding with material I may be struggling in. In the end, the goal is to achieve an A for my physics course.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
this is why i'm here.,0,"[""I haven't taken a physics course since high school therefore I'm a little rusty. I believe attending this SI course will develop and improve my overall understanding with material I may be struggling in. In the end, the goal is to achieve an A for my physics course.""]",0,Reviewed; no issues found.,True
"i'm here at this institution becauase in order to do what i want to be when i grow up, i need a college degree.",0,"[""I'm here at this institution becauase in order to do what I want to be when I grow up, I need a college degree. Planning to become a physical therapist requires a degree or some form of education. That is the main reason I'm here. After graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school. So, I chose to go back to school.""]",0,Reviewed; no issues found.,True
planning to become a physical therapist requires a degree or some form of education.,0,"[""I'm here at this institution becauase in order to do what I want to be when I grow up, I need a college degree. Planning to become a physical therapist requires a degree or some form of education. That is the main reason I'm here. After graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school. So, I chose to go back to school.""]",0,Reviewed; no issues found.,True
that is the main reason i'm here.,0,"[""I'm here at this institution becauase in order to do what I want to be when I grow up, I need a college degree. Planning to become a physical therapist requires a degree or some form of education. That is the main reason I'm here. After graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school. So, I chose to go back to school.""]",0,Reviewed; no issues found.,True
another reason why i'm here is because of the college experience.,0,"[""I'm here at this institution becauase in order to do what I want to be when I grow up, I need a college degree. Planning to become a physical therapist requires a degree or some form of education. That is the main reason I'm here. After graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school. So, I chose to go back to school.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
"after graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school.",0,"[""I'm here at this institution becauase in order to do what I want to be when I grow up, I need a college degree. Planning to become a physical therapist requires a degree or some form of education. That is the main reason I'm here. After graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school. So, I chose to go back to school.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
"so, i chose to go back to school.",0,"[""I'm here at this institution becauase in order to do what I want to be when I grow up, I need a college degree. Planning to become a physical therapist requires a degree or some form of education. That is the main reason I'm here. After graduating high school there are three paths a person might take: work immediately, enroll into the military, or go back to school. So, I chose to go back to school.""]",0,Reviewed; no issues found.,True
this is question is super vague.,0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,"Better fits Aspirational, Familial, or Social themes.",False
"to start of, i am here in this world because my mom wanted a child, specifically a daughter.",0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,Reviewed; no issues found.,True
"i am here in this school because i did not want to go in to debt after college so i chose to go to san francisco state university and not university of california, santa cruz, like i wanted to.",0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,Reviewed; no issues found.,True
"i got into other california state universities as well, but i was more familiar with san francisco state because i've done an art exhibition here once and i knew a bunch of people in my after school program from my middle school that i admire that went to san francisco state and i knew it was a pretty decent school.",0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,Reviewed; no issues found.,True
i am here in this class specifically because it's been almost six years since i've been in a physics class and i know i am going to need all the help i can get.,0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,Reviewed; no issues found.,True
"i have taken sci courses for my other science and math classes, and i have learned a lot from my sci instructors regarding class material.",0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,Reviewed; no issues found.,True
"along with this, sci is also an easy way for me to get an a and boost my gpa.",0,"[""I am here in this school because I did not want to go in to debt after college so I chose to go to San Francisco State University and not University of California, Santa Cruz, like I wanted to. I got into other California State Universities as well, but I was more familiar with San Francisco State because I've done an art exhibition here once and I knew a bunch of people in my after school program from my middle school that I admire that went to San Francisco State and I knew it was a pretty decent school.""]",0,Reviewed; no issues found.,True
"i am in this sci 111 class, because i have never taken physics in high school and i know that physics requires a lot of math in which i am very weak in.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
"i hope to receive a lot of practice problems, since i learned better by doing than just watching.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
"i also really want to understand the basic concepts of physics, because i will be taking physics 2 next semester.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
"since i have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
"even though physics it not necessarily part of my biology major, i do believe it explains a lot of what happens in the universe.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
its also comforting that people are in the same boat as me in needing additional help.,0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
"to be completely honest, i prefer just sitting down in groups and try to work on the problems together rather than moving around from table to table.",0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
focusing on problems with a small amount of people feels more productive to me personally.,0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
basically my main point in being in this class is to get more practice in and to make me less nervous in solving certain problems.,0,"['I am in this Sci 111 class, because I have never taken physics in high school and I know that physics requires a lot of math in which I am very weak in. I hope to receive a lot of practice problems, since I learned better by doing than just watching. I also really want to understand the basic concepts of physics, because I will be taking physics 2 next semester. Since I have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.']",0,Reviewed; no issues found.,True
the reason why i am here is because i want to achieve more out of life.,0,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",0,Reviewed; no issues found.,True
i started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college.,0,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",0,Reviewed; no issues found.,True
"initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that i can and will continue to improve myself not only through school, but through life as well.",0,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",0,Reviewed; no issues found.,True
"i am taking this sci class (aside from the fact that it is mandatory for me), because i really need that extra push to set aside time to focus on strengthening my knowledge in physics.",0,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",0,Reviewed; no issues found.,True
"although i am not a physics major, i need this class and physics 2 in order to get my undergraduate degree.",1,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",1,Reviewed; no issues found.,True
"i am also here for my family; more specifically my parents, but my entire family has been such a solid support system for me that i need to do this for them too.",0,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",0,"Better fits Aspirational, Familial, or Social themes.",False
"my parents have never forced me to do anything i didnt want to do, but always supported the career choices or academic choices i decided on.",0,"['I need this class and physics 2 in order to get my undergraduate degree', 'I started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college. Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']",0,Reviewed; no issues found.,True
why am i here?,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
i guess that's a question i ask myself pretty frequently.,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
"not in the literal sense of ""why am in this class."" the answer to that is simple, if i'm in sci then i'll probably get a good grade in physics and a good grade in physics translates to a good gpa, and that will matter when i want to go to med school.",1,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",1,Reviewed; no issues found.,True
but in more of a metaphysical sense...,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
"like why are we here, and i think that is a question that does require more thought.",0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
why do we exist?,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
in the grand scheme of things we're tiny insignificant particles in this potential multiverse...,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
you might not even be the best version of yourself. but still we or i continue to act like these smaller things seem to matter.,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
and my theory for that is that we do exist for a reason.,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
we exist because we have the potential to create great change.,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
think about it geniuses like einstein or sports phenoms like lebron james matter to us. even though they have nothing to do with us we admire them because of their will and their potential to or ability to do things we hadn't seen before.,0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
"that is what i believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably the most important thing anyone can do.",0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
"and because of that i believe the reason we exist is or the reason we are ""here"" is to live up to our potential.",0,"[""If i'm in SCI then I'll probably get a good grade in physics and a good grade in physics translates to a good GPA, and that will matter when I want to go to med school.""]",0,Reviewed; no issues found.,True
i am here because i am dedicated to my success in my stem based courses.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
i am here because im not afraid to ask for help and guidance.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
im here because i want to be apart of a new community.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
i was apart of a sci course last semester and i loved how helpful the instructors were.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
i felt comfortable with them and it gave me time to ask specific questions that i had and have something close to a one on one explanation.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
sci allows a welcoming atmosphere where i can be helped by the instructors or my peers and we as a unit are able to solve problems.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
a lot of the time i feel uncomfortable im my regular stem classes because i feel that i may be the only one not understanding.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
i also know that the time allotted for the professors are not enough to begin with.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
"at the sci classes, we usually go over worksheets that answer my questions.",0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
im here because i want to be.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
you so know that the time allotted for the professors are not enough to begin with.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
"at the sci classes, we usually go over worksheets that answer my questions.",0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
im here because i want to be.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True
i am here for my parents and my family.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,"Better fits Aspirational, Familial, or Social themes.",False
