sentence,label,phrase,batch
i am here in this world to make an impact.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i am here in this world to make an impact.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i am here to make a change in the world.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i am here to make a change in the world.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"i want to make an impact in this world, even if it is a small dent.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"i want to make an impact in this world, even if it is a small dent.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
my life goal is to go to medical school and become a doctor and eventually do medical research.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
my life goal is to go to medical school and become a doctor and eventually do medical research.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i want to do medical research on miscarriages.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i want to do medical research on miscarriages.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
by me being here in school and pursuing a career in the medical field i feel like i can make a huge impact by reducing the numbers of miscarriages and change the statistics of it.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
by me being here in school and pursuing a career in the medical field i feel like i can make a huge impact by reducing the numbers of miscarriages and change the statistics of it.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"however, that is not the only medical research i would do, i would love to do more than that, thats why i am here.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"however, that is not the only medical research i would do, i would love to do more than that, thats why i am here.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"not only am i making an impact on the medical field and women who are pregnant, but i am also changing the stem norms.",1,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"not only am i making an impact on the medical field and women who are pregnant, but i am also changing the stem norms.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"i am here to change the number of women in stem, to change the number of latina women in stem. i am also here to make my parents proud.",1,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"i am here to change the number of women in stem, to change the number of latina women in stem. i am also here to make my parents proud.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i am here to finish what i started and make all the money i invested in worth going to school.,0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i am here to finish what i started and make all the money i invested in worth going to school.,1,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"i am here to be happy, to make an impact, and to make a change during my life span.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
"i am here to be happy, to make an impact, and to make a change during my life span.",0,"['Not only am I making an impact on the medical field and women who are pregnant, but I am also changing the STEM norms.', 'I am here to change the number of women in STEM, to change the number of Latina women in STEM.']",1
i am here to take this physics class so i can graduate with a degree from san francisco state university.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i am here to take this physics class so i can graduate with a degree from san francisco state university.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i am studying physiology in hopes of going to medical school to become an oncologist.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i am studying physiology in hopes of going to medical school to become an oncologist.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
ive seen what good and bad doctors have done to people suffering from cancer and i would like to become someone that works in this field and treats their patients with care.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
ive seen what good and bad doctors have done to people suffering from cancer and i would like to become someone that works in this field and treats their patients with care.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
"my first step to getting there is obtaining my undergraduate degree, which requires for me to past this physics 122 course.",0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
"my first step to getting there is obtaining my undergraduate degree, which requires for me to past this physics 122 course.",0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
im currently in my fourth year which wont be my last since i will need another year to pass my majors required classes.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
im currently in my fourth year which wont be my last since i will need another year to pass my majors required classes.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i believe i will succeed in making my goal of becoming a doctor because i havent had anything stop me in the past.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i believe i will succeed in making my goal of becoming a doctor because i havent had anything stop me in the past.,1,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
my parents were immigrants and teen parents so growing up i was at a disadvantage when it came to schools.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
my parents were immigrants and teen parents so growing up i was at a disadvantage when it came to schools.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
living in a low income area of oakland made certain things to comeby.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
living in a low income area of oakland made certain things to comeby.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
it was hard but my parents always prioritized school first for my sister and me.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
it was hard but my parents always prioritized school first for my sister and me.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
through them i was able to learn from school but from myself that i can succeed.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
through them i was able to learn from school but from myself that i can succeed.,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i feel like i will pass this lab with ease since i was able to pass the previous lab without a problem!,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i feel like i will pass this lab with ease since i was able to pass the previous lab without a problem!,0,['Ive seen what good and bad doctors have done to people suffering from cancer and I would like to become someone that works in this field and treats their patients with care. My parents were immigrants and teen parents so growing up I was at a disadvantage when it came to schools. Living in a low income area of Oakland made certain things to comeby.'],1
i am here for a list of reasons.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here for a list of reasons.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
reasons that pertain only to me and other reasons that pertain to my family or other loved ones.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
reasons that pertain only to me and other reasons that pertain to my family or other loved ones.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here for myself and for everyone that has supported me throughout my journey at san francisco state.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here for myself and for everyone that has supported me throughout my journey at san francisco state.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"firstly, i am here to challenge myself and make myself known in the stem field.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"firstly, i am here to challenge myself and make myself known in the stem field.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
the field where women are appreciated less and less accounted for when compared to their male counterparts.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
the field where women are appreciated less and less accounted for when compared to their male counterparts.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here to prove to myself that i can do anything that i set my mind to do.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here to prove to myself that i can do anything that i set my mind to do.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"to prove to myself that i am capable of more than is expected of me as a latina, woman of color.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"to prove to myself that i am capable of more than is expected of me as a latina, woman of color.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here to make my familys sacrifices worth it.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here to make my familys sacrifices worth it.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"to show them that it is possible for us, the minority, to become leaders, role models and influencers.",1,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"to show them that it is possible for us, the minority, to become leaders, role models and influencers.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"i am here to gain knowledge about the world, its people and most importantly, its science.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"i am here to gain knowledge about the world, its people and most importantly, its science.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here to make friendships and connections.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
i am here to make friendships and connections.,0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"to appreciate all the unique backgrounds, cultures and experiences.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"to appreciate all the unique backgrounds, cultures and experiences.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"lastly, i am here because i am passionate about my education and i never want to stop learning.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
"lastly, i am here because i am passionate about my education and i never want to stop learning.",0,"['Firstly, I am here to challenge myself and make myself known in the STEM field. The field where women are appreciated less and less accounted for when compared to their male counterparts.', 'I am here to prove to myself that I can do anything that I set my mind to do. To prove to myself that I am capable of more than is expected of me as a Latina, woman of color.', 'To show them that it is possible for us, the minority, to become leaders, role models and influencers.']",1
why i am here is because i want to fulfill my families dreams and my own dreams of becoming a successful obgyn one day.,0,"['I was born in Afghanistan in a house during the warzone in 1996. You may ask why I was born in a house? Because back then the country was so strict that most husbands would not allow a man see their wives, even if it was during birth. They are short in women doctors there and many children die during birth because they are being born at home. And my goal in this life is to one day go back to my country and open an all women clinic for women to be able to give birth there without their husbands thinking otherwise.']",1
i feel that everyone has a purpose on this earth and my reason here is to have a name for myself.,0,"['I was born in Afghanistan in a house during the warzone in 1996. You may ask why I was born in a house? Because back then the country was so strict that most husbands would not allow a man see their wives, even if it was during birth. They are short in women doctors there and many children die during birth because they are being born at home. And my goal in this life is to one day go back to my country and open an all women clinic for women to be able to give birth there without their husbands thinking otherwise.']",1
