sentence,label,phrase,batch
"i aspire to become a doctor because i know that not only can i change my life, families, but also the people around me.",0,"[""pay for a house for my mother so that she doesn't have to work another day in her life""]",1
"as for why i am here in san francisco, i moved away to isolate myself from any distractions that would cause me to not reach my highest potential.",0,"[""pay for a house for my mother so that she doesn't have to work another day in her life""]",1
i am here because i care about my community and to help empower those around me.,0,"[""become a role model for my younger cousins back where I'm from.""]",1
i am here in the science community because i feel that my people (of color and being a female) are under represented.,0,"[""become a role model for my younger cousins back where I'm from.""]",1
i want to contribute my knowledge that i've gain since i've been at sf state to those around me and become a role model for my younger cousins back where i'm from.i am also here because i want to gain new perspective from my peers because,1,"[""become a role model for my younger cousins back where I'm from.""]",1
i am here because i am dedicated to my success in my stem based courses.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i am here because im not afraid to ask for help and guidance.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
im here because i want to be apart of a new community.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i was apart of a sci course last semester and i loved how helpful the instructors were.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i felt comfortable with them and it gave me time to ask specific questions that i had and have something close to a one on one explanation.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
sci allows a welcoming atmosphere where i can be helped by the instructors or my peers and we as a unit are able to solve problems.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
a lot of the time i feel uncomfortable im my regular stem classes because i feel that i may be the only one not understanding.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i also know that the time allotted for the professors are not enough to begin with.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
"at the sci classes, we usually go over worksheets that answer my questions.",0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
im here because i want to be.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
you so know that the time allotted for the professors are not enough to begin with.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
"at the sci classes, we usually go over worksheets that answer my questions.",0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
im here because i want to be.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i am here for my parents and my family.,1,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i am here for my family members who could not make it this far.,1,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i here to show those family members that they can be here too.,1,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
im here for all the little colored girls who do not have positive figures to look up to in their communities.,0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],1
i an here at sfsu for 2 reasons.,0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"my family is very bug on education, so everyone generally aspires to go to college.",1,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
i never thought i had an option not too.,0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"it was always in my head after k12, boom you go to college and become an ""adult"".",0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"for me personally, i am here to learn more about stem so i can gain the tools to equip me for medical school.",0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"career wise i'm not sure what i want to do, but i definitely want to work with medicine.",0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
the second reason why i am here at sfsu is because of my parents.,1,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"i originally wanted to move to la or san diego, san diego state was originally my first choice.",0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"growing up i thought i could get into those top school's like harvard, but my grades didn't reflect that.",0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"but why i ended up here at sfsu is because my parents didn't want me moving up to socal, and my only choices were school's up here.",1,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
so i thought sfsu was the best school to go to out of those options.,0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
"but overall, mainly i want to make a difference in the medical community and use my skills to help others.",0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",1
i am here at san francisco state university to prepare myself for the future.,0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
"i want to become knowledgeable about different cultures, different personalities and most importantly different academic subjects that i am not yet completely comfortable with.",0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
i am preparing myself in the best way possible by performing to the best of my abilities in all my courses.,0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
"all my life, from childhood to today, i have proven to myself that pursing a degree in cell and molecular biology is what i am striving for.",0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
a career in the medical field as a cardiothoracic surgeon is what will make me the happiest.,0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
"i am intrigued by this career because i grew up with family who died due to heart conditions, therefore i want to be able to understand and form conclusions on my own that way i can comprehend the cause of their deaths.",1,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
"i have learned so much about myself during my time at sfsu, but i can honestly say that i am prepared and excited for what is to come for me and my future.",0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
i am ready to set new expectations for myself and what i want to accomplish for my future.,0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
i want to look back when im older and say that all my late nights and sacrifices have been worth it.,1,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",1
"""why am i here?"" is a question i ask myself everyday.",0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
i love college especially everything that it has to offer.,0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
but sometimes i just feel like changing my major because of many reasons.,0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
one being i love many topics.,0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
"meaning i love being with people, animals, math, discussing ethical issues,i love being political, i believe i am good with math.",0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
the list keeps going!,0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
"so like how am i suppose to pick one concentration and follow through with it, if i love being involved with multiple things.",0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
that is why i ask myself this question.,0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
"but at the end of the day, i try to take it day by day because i know i overwhelm myself with things.",0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
another reason why i am in college is not only accomplish something for myself but to see my family happy!,1,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
"i am a big family person, and their literally everything to me.",1,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
if it wasn't for my family specifically my siblings i know that i wouldn't be as motivated to keep going.,1,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
i also like being an example for my brother because he thinks dropping out is an option.,0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
"i like to think that he knows as long as we are in this together, we will make it to the finish line.",0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",1
the reason why i am here can be because of many reasons.,0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
but the reason in which i am in sfsu is because i wanted to make something out of myself.,0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
i want to be a better role model for my younger siblings because i know they'll follow.,1,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
i want to be able to show my loved ones that anything is possible with hard work.,0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
i've always believed that anything is possible if applied correctly.,0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
"i am here because out of all the schools i applied to ( i applied to about 4 schools) this was the school that i got accepted to, and i can say that coming up here has changed my perspective of so many things, i've learned so much more than what i would have learned staying in my home area.",0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
"learning to self sufficient, and doing things on my own has helped me get to where i am today.",0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
"speaking specifically about sci111, i am here to be able to understand the material that is being given to me, and to feel more confident in this subject, especially because this is my first time seeing physics.",0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
"the reason that i am here is because everything happens for a reason, and i believe that being here it has helped me grow as a person, and opened my mind towards more perspectives of life.",0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",1
i am here in this world to make an impact.,0,['I am also here to make my parents proud'],1
i am here to make a change in the world.,0,['I am also here to make my parents proud'],1
"i want to make an impact in this world, even if it is a small dent.",0,['I am also here to make my parents proud'],1
my life goal is to go to medical school and become a doctor and eventually do medical research.,0,['I am also here to make my parents proud'],1
i want to do medical research on miscarriages.,0,['I am also here to make my parents proud'],1
by me being here in school and pursuing a career in the medical field i feel like i can make a huge impact by reducing the numbers of miscarriages and change the statistics of it.,0,['I am also here to make my parents proud'],1
"however, that is not the only medical research i would do, i would love to do more than that, thats why i am here.",0,['I am also here to make my parents proud'],1
"not only am i making an impact on the medical field and women who are pregnant, but i am also changing the stem norms.",0,['I am also here to make my parents proud'],1
"i am here to change the number of women in stem, to change the number of latina women in stem. i am also here to make my parents proud.",1,['I am also here to make my parents proud'],1
i am here to finish what i started and make all the money i invested in worth going to school.,0,['I am also here to make my parents proud'],1
"i am here to be happy, to make an impact, and to make a change during my life span.",0,['I am also here to make my parents proud'],1
i am here because i am a first generation student and i want to make my parents proud.,1,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
i am so privileged to be able to be going to college and be able to further my education.,0,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
i want to finish college and then go to medial school and be able to become a obgyn doctor!,0,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
helping woman and being able to help and see the a human be created and form is so amazing to me and i find it super interesting and i am hoping that being able to go to college and doing good in all my classes will help me with my dreams come true.,0,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
i am very lucky to be in such an amazing school and that my parents are able to help me and support me every step of the way.,1,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
my sister wasnt able to go to a four year so for my family me being in a four year school is amazing and the fact that im the first from my family is amazing and i dont want to let them down.,1,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
i am taking this class for extra help because i want to do really good and i want to be able to understand and pass the class with a good grade and actually understand it so that i can do good in the next physics class that i have to take in the future.,0,"['I want to make my parents proud.', 'the fact that Im the first from my family is amazing and I dont want to let them down.']",1
i am here because i want to have a successful future.,0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
i am here because i want to be able to give back to my family and my community.,1,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"most importantly, i am here because of my fiancee, jordan.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
we were together for seven years since we were thirteen years old.,0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"he was my rock, my best friend, and my biggest supporter.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"jordan passed away unexpectedly this year, on march 2nd, 2019.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"i took some time off school, and decided to come back the next semester (now) because school was always really important to jordan, and i have been really focused on not letting him down.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"this year has been extremely long and challenging so far, and i am just trying to find my way back.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"ive been making new friends in my new classes, and creating new study groups in my science classes which has really been a large help for me so far this semester.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
i have also been looking for science clubs to join in order to meet other people from my major.,0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"nevertheless, from the day he passed, everything i do and will do will be for him.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
"so, im here to complete school and walk across that stage for the both of us.",0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",1
i am here because in my family it is expected of my brothers and i to go to college after we graduate from high school.,1,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
"my mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college.",1,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
our question was which college we are planning to go too.,0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
i am here in this class so that i can get extra practice of the topics that we learn from lecture.,0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
i am here at the school so i can get my bachelors degree for biology with a concentration in marine biology and limnology and get into a research lab.,0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
"then after i graduate, i am planning to go straight into the masters degree.",0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
my goal is to get into the riptides program for my masters.,0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
my ultimate goal is to become a marine biologist and eventually get a doctorates degree.,0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
"in order to become a marine biologist, you need at least a masters degree.",0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
"another goal is to study the effects that global warming, ocean acidification, and water pollution has on the marine animals.",0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
"also, i would want to study the animals behavior and how they interact with each other.",0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1
i am here because i need to take physics for the mcat and for part of my major.,0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
i don't mind being here because i am very interested to see where physics will take me.,0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
"i think it is important because if you think about it everything involves physics, even medical.",0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
since i want to be in the medical field it is important to learn about all the science behind it or what is the point.,0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
plus while taking physics it isn't bad i actually enjoy the class i learned so much and understood most of it.,0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
"i am here to learn physics to guide me to where i need to be to get me to point a and b, i am so grateful to be able to part of this class and learn so much and the many different properties of how the world works around us.",0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
to be able to get a grander understanding of how i apply to physics every day and going through the struggle that past doctors had to face.,0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
i am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.,1,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1
in general i am in school so that i may pursue a career in child psychiatry.,0,"['I decided when I was younger that I wanted to be able to live a comfortable lifestyle when I am older and so in order to do that I have to get a job that I not only love, but also will be able to support myself and my future family.']",1
"i decided when i was younger that i wanted to be able to live a comfortable lifestyle when i am older and so in order to do that i have to get a job that i not only love, but also will be able to support myself and my future family.",1,"['I decided when I was younger that I wanted to be able to live a comfortable lifestyle when I am older and so in order to do that I have to get a job that I not only love, but also will be able to support myself and my future family.']",1
"i understood early on that it is better to go to school when youre younger so that if you decide to have a family, you can be with them more often than not.",1,"['I decided when I was younger that I wanted to be able to live a comfortable lifestyle when I am older and so in order to do that I have to get a job that I not only love, but also will be able to support myself and my future family.']",1
my parents went back to school when i was little so they took turns working or in school as well as took turns taking care of me.,1,"['I decided when I was younger that I wanted to be able to live a comfortable lifestyle when I am older and so in order to do that I have to get a job that I not only love, but also will be able to support myself and my future family.']",1
