sentence,label,phrase,batch
i'm here because i have a dream and i will accomplish it.,0,['I want to save lifes'],1
i struggle and don't understand everything right away.,0,['I want to save lifes'],1
it takes me time but i get it eventually.,0,['I want to save lifes'],1
i want to be the first in my family to graduate and become a doctor.,0,['I want to save lifes'],1
that's why i'm here.,0,['I want to save lifes'],1
i am here because i care about my community and to help empower those around me.,1,"[""I want to contribute my knowledge that I've gain since I've been at SF State to those around me""]",1
i am here in the science community because i feel that my people (of color and being a female) are under represented.,1,"[""I want to contribute my knowledge that I've gain since I've been at SF State to those around me""]",1
i want to contribute my knowledge that i've gain since i've been at sf state to those around me and become a role model for my younger cousins back where i'm from.i am also here because i want to gain new perspective from my peers because,0,"[""I want to contribute my knowledge that I've gain since I've been at SF State to those around me""]",1
why am i here?,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
i guess that's a question i ask myself pretty frequently.,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
"not in the literal sense of ""why am in this class."" the answer to that is simple, if i'm in sci then i'll probably get a good grade in physics and a good grade in physics translates to a good gpa, and that will matter when i want to go to med school.",0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
but in more of a metaphysical sense...,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
"like why are we here, and i think that is a question that does require more thought.",0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
why do we exist?,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
in the grand scheme of things we're tiny insignificant particles in this potential multiverse...,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
you might not even be the best version of yourself. but still we or i continue to act like these smaller things seem to matter.,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
and my theory for that is that we do exist for a reason.,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
we exist because we have the potential to create great change.,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
think about it geniuses like einstein or sports phenoms like lebron james matter to us. even though they have nothing to do with us we admire them because of their will and their potential to or ability to do things we hadn't seen before.,0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
"that is what i believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably the most important thing anyone can do.",0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
"and because of that i believe the reason we exist is or the reason we are ""here"" is to live up to our potential.",0,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']",1
"i chose to be in this class because no matter how smart you are, no matter how much you know in the course you think you are doing the best at, there is always room for improvement.",0,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
theres always space to open your doors for more room for knowledge.,0,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
i am all about learning and wanting to do better and better in all that i do and i know this course is perfect for that.,0,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
"i know it is called a supplemental course to help us do better in a certain class, but i like how it is open to everyone even if you get 100 on every exam or quiz or whatever it is that you do in that class.",1,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
another reason i am here is because i want to be able to help others by learning something myself.,0,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
i feel like this opens opportunities to be friends with someone who is on the same path as you and this is an easy way to get to know others around you and to be able to surround yourself with others who are just like you.,0,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
i am very grateful and blessed to even be able to take such a course.,0,['Another reason I am here is because I want to be able to help others by learning something myself.'],1
i am here because i am.,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"my parents created me, i had no say in the matter, nonetheless i'm glad i happened.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
and so it just happens to be the case that i am here that's my answer to the why.,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"its sufficient to say that there is no direct reason for me being here, because i will never know the truth to this question.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
how can one know why they are here?,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
for the sake of answering questions that might appear as a result of such an answer that i have provided; i will indulge thee with hypotheticals.,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
people make claims based on their emotivist (emotional intuition if you will) beliefs that we are here because we have a purpose.,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"this is a popular belief, but not derived from logic.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"i am not saying it is a wrong belief to have, this area of intelligence and it's true value are impossible to record by mankind which is saying something in itself.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
it may even be associated with a spiritual intelligence.,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"however, similarly if you asked a dog to recite a poem in english you would come to the same conclusion it would.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"that is to say, we lack the skills to solve such a metaphysical question.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"the tools necessary in determining why i am here can only be answered in asking who caused me to be here, then, who caused my parents to be here, and so forth and so on.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"the real question isn't in the metaphysical sense (what i have been describing above), which is the deep question to why i am here.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"the real question is, what is your reason for being.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"i answer with, it is my being that gives my existence reason to be.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"in translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what i do with it.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
"to that my expectations are high, wish me luck.",0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
also in the hilarious case that this question was specific to why am i in sci 111; i am here to learn and be social.,0,"['I answer with, it is my being that gives my existence reason to be. In translation, my answer is relative to the context of my life to come, that the meaning behind my existence comes from what I do with it. To that my expectations are high']",1
i an here at sfsu for 2 reasons.,0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"my family is very bug on education, so everyone generally aspires to go to college.",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
i never thought i had an option not too.,0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"it was always in my head after k12, boom you go to college and become an ""adult"".",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"for me personally, i am here to learn more about stem so i can gain the tools to equip me for medical school.",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"career wise i'm not sure what i want to do, but i definitely want to work with medicine.",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
the second reason why i am here at sfsu is because of my parents.,0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"i originally wanted to move to la or san diego, san diego state was originally my first choice.",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"growing up i thought i could get into those top school's like harvard, but my grades didn't reflect that.",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"but why i ended up here at sfsu is because my parents didn't want me moving up to socal, and my only choices were school's up here.",0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
so i thought sfsu was the best school to go to out of those options.,0,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
"but overall, mainly i want to make a difference in the medical community and use my skills to help others.",1,['mainly I want to make a difference in the medical community and use my skills to help others.'],1
i am here because i am a first generation college student and i am interested in the medical field.,0,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
i have always had a passion to help people and i believe the medical field is the best way to fulfill my passion.,1,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
i want to show all the minorities that you can do it too.,0,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
i want to break stereotypes in the workforce to help other people feel more comfortable in the field they want to go in rather than feeling they do not belong.,1,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
i feel very welcome here at san francisco state and i believe that this is a very friendly and helpful place to learn especially as a premed student with a lot of opportunities that we have available.,0,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
i feel very blessed to be a part of a community that enriches the growth of learning and works together as one to figure problems out.,0,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
"as a second year, i can not imagine myself being at no other college and feeling very comfortable like i do here to get to my career path in the medical field.",0,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
becoming a doctor has been a lifelong dream of mine and i plan on enjoying my journey with amazing opportunities here at sfsu.,0,['I have always had a passion to help people and I believe the medical field is the best way to fulfill my passion.'],1
i am here because i want to get a degree.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i want to go to med school and become a doctor.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i want to help people and connect to patients.,1,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i want to connect to the individual on a personal level and get to have a better relationship with them.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
"i would love to be able to help people physically and mentally, while being a friend.",1,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
"i would love to work with elders and get to know them, their stories, and experiences.",0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i really want to keep learning.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
"i love learning, this is also partly why i want to go to med school.",0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i want to gain as much education and experience as i can get.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i would love to become a doctor in the future and do surgery or become a pediatrician.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i want to also open up my own non profit organization.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
it will be a hospital.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i am also really interested in the human body and how it works.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
"i want to be a part of the discovery of new things, especially in the med field.",0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
"i want to learn everything about it and how it functions, so i can spread my knowledge to others.",0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
i just really want to make a big impact and leave my mark.,0,"['I want to help people and connect to patients. I want to connect to the individual on a personal level and get to have a better relationship with them. I would love to be able to help people physically and mentally, while being a friend. I would love to work with elders and get to know them, their stories, and experiences.']",1
"first of all, i thought the due date meant wednesday by midnight, as in the end of tuesday, so hopefully you do not mark me down for this being ""late."" anyways, why i am here...",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"honestly, sometimes i don't really know what i'm doing at college.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"i feel like i'm meant to do such big and meaningful things in life, so when i'm stressing about stupid homework and readings and such i feel like i get distracted from why i'm here, for life.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"i feel like i'm here in life to just sorta live simply, and to see what i can do for others.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"i get so carried away from this, because it's so easy to get distracted in this world.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"yeah, so like spiritually i feel like i'm here for a big reason, and i think it's mainly just to help other people.",1,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"so, i do my best, but obviously i'm a teenage girl and i can be a little brat sometimes.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"overall, college, i am here to learn about what i love, marine biology, and i don't want to let myself forget that.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"i'm also just growing so much as a person as a result of college, so that's probably a big part of it.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
"i'm here in physics 111112 because i have to take it for my major, and i'm here in sci because my physics class is pretty rough.",0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
even lab is rough.,0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
i have hope though!,0,"[""spiritually I feel like I'm here for a big reason, and I think it's mainly just to help other people.""]",1
why am i here?,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
"mhm well, that is a good question...",0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i think i am here for a variety of reasons.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i think i am here because for some reason i think that i was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i think that i am here people well i want to continue my education and that is why i am at sfsu. i think it is a great opportunity to be in such an amazing environment and well i am grateful to be here and every moment of it.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i am here to find myself in different peoples stories and make stories of my own.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
"i am here in this world to be me and well whether i choose to be the best version of myself...well, that is ultimately up to myself to see if i deserve that for my life.",0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
this is why i am here.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i am here to live life and create moments.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i want to learn from my mistakes and well everything is at its own pace and time.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
sometimes i am not ready for things and rush into them.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i am here to be the more authentic version of myself.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i truly believe that.,0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
"i am here xxx, yes i am here.",0,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],1
i am here in this world to make an impact.,0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
i am here to make a change in the world.,0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
"i want to make an impact in this world, even if it is a small dent.",0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
my life goal is to go to medical school and become a doctor and eventually do medical research.,0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
i want to do medical research on miscarriages.,0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
by me being here in school and pursuing a career in the medical field i feel like i can make a huge impact by reducing the numbers of miscarriages and change the statistics of it.,0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
"however, that is not the only medical research i would do, i would love to do more than that, thats why i am here.",0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
"not only am i making an impact on the medical field and women who are pregnant, but i am also changing the stem norms.",0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
"i am here to change the number of women in stem, to change the number of latina women in stem. i am also here to make my parents proud.",0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
i am here to finish what i started and make all the money i invested in worth going to school.,0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
"i am here to be happy, to make an impact, and to make a change during my life span.",0,"['I am here in this world to make an impact. I am here to make a change in the world. I want to make an impact in this world, even if it is a small dent.']",1
i am here because i know that physics is hard and i knew that taking a sci course would benefit me to pass the class.,0,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
"physics is a course that i need to take for my major and although i want to say that i will miss physics, the truth is i wont however, i know that in the long run having had the opportunity to gain knowledge of physics will help me in my future academic career.",0,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
this far i have gained so much not just from physics but life as well.,0,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
"in a year i lost everything but now that i have come back, it almost feels as if i was meant to be here at this exact time in my life.",0,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
"no matter at what age i am in, i know that wherever i am in life it is because of my choices, god, and it is because i was meant to be there.",0,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
"that is why i am here, i am here for a reason that is beyond me and for the fact that i want to go to medical school and taking this class will help get there.",1,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
life works in mysterious ways and mannn am i learning a whole lot.,0,"['No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there.']",1
i am here to gain the skills i need to pass the physics portion of the mcat and enter medical school.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"my goal is to become a surgeon, either cardio or general surgery.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
the reason i desire to go to medical school is because i feel that it is what i meant to do.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"it is apart of my identity, and it allows me to connect with a piece the piece of humanity i thought i had once lost.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"in a lot of ways, i guess, my intentions for wanting to become a surgeon are a little selfish.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"i desire to help others, because in a way it helps me become a better person.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"to grow, to feel, to care, be apart of something that is far bigger than myself.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
i just hope i can pull it off.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"i also want to get a better educations, get a better job, prferably one with advancement opportunities.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
"i also want a job that i love, and this is a first step in that particular direction.",0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
again i hope this works out.,0,"['I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself.']",1
i am here at san francisco state university because i want a good education so that i can become a physical therapist in the future.,0,"['I love helping people, so that is why I wanted to become a physical therapist.']",1
it is something that i have aspired to be for a while now and achieving it would be life changing for me.,0,"['I love helping people, so that is why I wanted to become a physical therapist.']",1
