sentence,label,phrase,batch
after a couple internships in laboratories i found out just how much i love doing research.,0,['There is a certain pressure put upon many first generation children to thrive for the sake of the family.'],1
i find it therapeutic to deliberately and thoroughly research a single topic in the lab.,0,['There is a certain pressure put upon many first generation children to thrive for the sake of the family.'],1
"my long, long term goal is to make a rapid diagnostic test and sell it at cost to a community in need, as a way to give back to the place where my lineages originally came from.",0,['There is a certain pressure put upon many first generation children to thrive for the sake of the family.'],1
"as a first generation student, i feel like it is my duty to break the generation of poverty and low education and instead be the first to pioneer a hopeful path of higher education and not be constrained to work.",1,"['As a first generation student, I feel like it is my duty to break the generation of poverty and low education and instead be the first to pioneer a hopeful path of higher education and not be constrained to work.']",1
"this is why i am motivated to keep going to school and work hard because im the only whom has this opportunity thread a path of a better education, thus is one of my goals to inspire future family generations and help them out and continue the cycle and break it.",1,"['As a first generation student, I feel like it is my duty to break the generation of poverty and low education and instead be the first to pioneer a hopeful path of higher education and not be constrained to work.']",1
i feel like my purpose here is to break this cycle so my future generation family and legacy will live prosperously.,1,"['As a first generation student, I feel like it is my duty to break the generation of poverty and low education and instead be the first to pioneer a hopeful path of higher education and not be constrained to work.']",1
"i am here to make sure that i graduate and make my family proud, i am also the first generation of my family to attend college.",1,['I am also the first generation of my family to attend college.'],1
"moreover, i am also here to understand and gain new knowledge about physics, as well as learn from others and increase the understanding of what i am doing with my life.",0,['I am also the first generation of my family to attend college.'],1
"in the meantime, i want to enjoy the new things that i will learn in this course that will increase my knowledge in real life experiments that are related to physics.",0,['I am also the first generation of my family to attend college.'],1
i am here at sf state taking physics 222 because i want to pursue a career in engineering.,0,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i want to graduate with a bachelor of science degree in civil engineering.,0,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i want to make my parents proud and improve their lifestyle.,1,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i want to bring more wealth and knowledge into my family household and be a role model for my younger siblings.,1,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i am the first person in my family to go to college and i will be the first one to graduate as well.,1,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i want to have a career that i enjoy and can provide me with wealth to be able to support my family.,1,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i am taking physics because i will need it in order to pursue my major and i want to expand my knowledge in the field of math and sciences.,0,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i want to be able to work together with my peers during lab so that i can learn from them and develop my skills as an engineer.,0,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],1
i am here to help secure a future that i want to have.,0,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
my parents want me to have a future that is secure for me as do i. they gave me an opportunity to further my education by letting me come to college and supporting me through the journey.,1,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
i want to be able to get a degree and have an impact on society some way.,0,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
either helping make roads better or building homes for people i want to make an impact in this era.,0,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
i also want to be able to teach people what i know from coming here.,0,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
to spread what i learned from coming to a university and teaching it to them.,0,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
my parents were not able to get an education from theyre country so they decided to give it to me.,1,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
the reason i am here is to make an impact in society and to make my parents proud of securing a future.,1,['My parents were not able to get an education from theyre country so they decided to give it to me.'],1
why am i here?there's a lot of reasons as to why im in this class and in this university.,0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
one is obviously this class is a requirement for my general education credits and also because i thought it'd be interesting to further my education on astronomy.,0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
i am in this university in order to pursue my future career and what i want to do in life.,0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
to make a living for myself.,0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
im here because i was to pursue a career that i love which is working with kids.,0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
i am here so that i can enhance my education and earn a bachelors degree so that i can get a job that makes a good salary and that i get to do something exciting and interesting.,0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
"another reason is to why i'm here is because im the first of my family to go to college, hence i'm trying to make them proud of what i'm trying to accomplish.",1,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
"it's crazy to me that i'm here in my second year already, about to start working harder and harder to get that degree.",0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",1
i am here in sfsu because i am the first generation in my family to go to college.,1,['I am here in SFSU because I am the first generation in my family to go to college.'],1
"my goal is to graduate with a degree b.ab.s. however graduating with an understanding in scientific field, get involved in biology, reach for new resources, meeting new friends, study in the library, nights of a studying and homework is all worth going to sfsu.",0,['I am here in SFSU because I am the first generation in my family to go to college.'],1
im the first in my family to attend college.,1,"[""I'm the first in my family to attend college.""]",1
im here to make my future brighter to improve myself.,0,"[""I'm the first in my family to attend college.""]",1
i want to be a change in this world i want to help my parents as well as help others.,1,"[""I'm the first in my family to attend college.""]",1
i am here to become someone in life that can change and help people.,0,"[""I'm the first in my family to attend college.""]",1
i am here because i am trying to set out of the same routine of working 12 hours to sit by.,0,['I am a first generation'],1
i am a first generation and want to become a dentist because no one in my community understands the importance of dental hygiene and i want them to feel comfortable to come to me when they need it.,1,['I am a first generation'],1
also i am here because i am going to apply to ucsf so i need as in all my classes.,0,['I am a first generation'],1
i am here to learn as much as i can about my career and life.,0,"[""I'm first generation.""]",1
ive always been very independent person when it came to school but coming to college.,0,"[""I'm first generation.""]",1
i knew i was going to be constantly asking for help due to the fact that i'm first generation.,1,"[""I'm first generation.""]",1
this scared me a little but i knew coming to college was the choice i had to make to get into my career.,0,"[""I'm first generation.""]",1
im here in this class because i want to make sure im following along and not falling behind in chem.,0,"[""I'm first generation.""]",1
"last semester i did chem without the help of a sci course or office hours, but as things get harder the thought of not being able to do something increases, thats why im in this course.",0,"[""I'm first generation.""]",1
i am here because i want to feel like i am actually doing something in my life.,0,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1
"i am here because i fell in love with thee whole concept of chemistry, i am deeply interested in science and i want to prove to myself that i can actually become a chemist or a dermatologist.",0,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1
i am not that strong in math but i am trying.,0,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1
i am here to make my parents proud as well.,1,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1
they work so hard to support me and my siblings to send us all to college.,1,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1
i am the first generation to go to college so i want to show my parents my love for science and become something.,1,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1
"i am here to learn the basics of physics through experiments, also to graduate as the first one in my family from a college university.",1,['also to graduate as the first one in my family from a college university.'],1
this should help me in the future because it is for my major requirement for kinesiology.,0,['also to graduate as the first one in my family from a college university.'],1
i am also enrolled in the physics lecture.,0,['also to graduate as the first one in my family from a college university.'],1
physics is in everyday life so this class will come in handy.,0,['also to graduate as the first one in my family from a college university.'],1
currently i'm learning conversions which i am bad at.,0,['also to graduate as the first one in my family from a college university.'],1
i wish to improve my math skills and conversion skills.,0,['also to graduate as the first one in my family from a college university.'],1
"this class will prepare me for upper division classes, even though its my last physics class, it should come in handy in everyday problem solving.",0,['also to graduate as the first one in my family from a college university.'],1
for example if i ever need to calculate how much gas i need to pump in my car.,0,['also to graduate as the first one in my family from a college university.'],1
"i can calculate it with money, gallons, and miles.",0,['also to graduate as the first one in my family from a college university.'],1
"so this class will enhance my problem solving skills right now in life, and later in life.",0,['also to graduate as the first one in my family from a college university.'],1
i am here to learn.,0,['also to graduate as the first one in my family from a college university.'],1
"since i am the first one go to college in my family, my parents had sacrificed a lot to sent me to us to study, far away from the homeland.",1,['Since I am the first one go to college in my family'],1
because of that i have to make a lot effort to finish my degree and get a good job after school and give them a well living life.,0,['Since I am the first one go to college in my family'],1
she always told me that you had to study more so you wont get the same path as she did in the past.,0,['Since I am the first one go to college in my family'],1
"she had experienced a lot hardship and didnt get too much education, so its my time to finishing her dream and give her a better life in the future.",0,['Since I am the first one go to college in my family'],1
holly enrile physics lab reection1 sept.,0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
"10, 2020 i am here because it is a requirement for my major and i think physics is a really cool subject to learn.",0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
to have knowledge about the way things work and relate to each other is a powerful skill.,0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
"in general, im in school because i want to make my parents proud and break the generational cycle.",1,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
i will be rst generation university graduate.,0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
i am also a mother of 2 who i want to set a good example for and that hard work does and will pay o.,0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
"there will be many obstacles, especially during this time with all the stu going in the world today but with grit and growth mindsets, we all can persevere and get through it.",0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",2
karla martinez why i am here?,0,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
one of the main reasons why i am here is because i want to help my family.,1,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
i want to have the opportunity to have a stable job and be able to support my family economically.,1,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
i am also here because i want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support.,1,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
i want to be the first one from my family to graduate from college.,1,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
i am also here because i want to be a nurse.,0,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
i always wanted to study medicine and help people.,0,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
become a nurse has always been my dream job and i hope to make it real even though sometimes is hard to keep going but not impossible.,0,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],2
austin noriega 9102020 phys 102 reflection 1: why am i here?,0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
i am here for a multitude of reasons.,0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
"i think firstly that i had a good time learning physics in high school, so i already had an interest in this so i can also complete my requirements to graduate.",0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
"but for san francisco state as a whole, the reason that i applied to attend was that i needed something different from the consistencies and the same things that i had left in san jose.",0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
"dorming at san francisco gave me an opportunity to explore more of the things around me, and myself.",0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
i went to college so i get an education about the things that i will need for my future careers inside of the business field.,0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
"as a first generation college student, my passing through college is not only for me, but for my family as well.",1,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
i am here for my growth and learning so i can be better than i was before this class.,0,"['As a first generation college student, my passing through college is not only for me, but for my family as well.']",2
the reason why i want to go into the stem field is because it's a place where i can potentially help improve the world through the engineering aspects.,0,"[""It's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the STEM field despite how challenging this field is.""]",2
including also the fact that we live in a place well known for innovations in the tech industry.,0,"[""It's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the STEM field despite how challenging this field is.""]",2
"so for me, that would allow me to be part of the workforce and be able to find a job in this area.",0,"[""It's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the STEM field despite how challenging this field is.""]",2
i want to be part of the new young generation of engineers going into the industry with new ideas and better technology usage to improve how fast a project can be completed.,0,"[""It's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the STEM field despite how challenging this field is.""]",2
it's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the stem field despite how challenging this field is.,1,"[""It's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the STEM field despite how challenging this field is.""]",2
i am here in this class because i plan on pursuing a degree in physical therapy.,0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
since grad schools require the full year of general physics and other science courses i must fulfill the requirements to let alone be viewed as a possible candidate.,0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
i'm not too upset i have to take this class because it does seem really interesting!,0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
when i first took physics last fall semester i was so nervous because of the negative stigma towards this class and even the doubt many people have about women in stem. after taking the first part of general physics i was so excited to keep learning more about physics since it happens every second of our lives.,0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
"although i am not a physics major, i do take joy in telling others what i am learning in class.",0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
especially my parents who sacrificed a lot for my siblings and i to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done.,1,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
i am very grateful for the educational path i am taking as a first generation college student!,1,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],2
why am i here?,0,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",2
"personally, i'm taking this class because it is a major and general requirement in order for me to pass college.",0,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",2
"of course, if there's a deeper meaning then it is because i am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, i definitely want to return the favor ten fold by earning a degree and getting a good pay jobing.",1,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",2
"they've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living.",0,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",2
"i would also very much like to provide for my family once i get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, i also had to play the role of being a parent towards my siblings when they faced hardships.",1,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",2
i thought long and hard about what kind of job i truly take an interest in (women's health) would enjoy going to everyday for the rest of my life and pays well at the same time with the possibility of climbing up to a higher position which would be an ultrasound technician hopefully in an obgyn or neonatal setting.,0,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",2
i am here to finish college and be the first person in my family to have a degree.,1,['I am here to finish college and be the first person in my family to have a degree.'],2
i was set on a path with many obstacles i must overcome.,0,['I am here to finish college and be the first person in my family to have a degree.'],2
"though these obstacles may be tough, i try my best to push through because i know i can.",0,['I am here to finish college and be the first person in my family to have a degree.'],2
"despite my struggles, i want everyone to know that it is not easy.",0,['I am here to finish college and be the first person in my family to have a degree.'],2
